prices,obs,date,region
9781,116093,2015-05-01,Scotland
9979,116093,2015-05-01,South West
6019,116093,2015-05-01,North
10627,116093,2015-05-01,East Anglia
9080,116093,2015-05-01,West Midlands
6060,116093,2015-05-01,Wales
13147,116093,2015-05-01,London
9940,116093,2015-05-01,Yorkshire & Humber
15129,116093,2015-05-01,South East
8589,116093,2015-05-01,East Midlands
12166,116093,2015-05-01,North West
4836,116093,2015-05-01,Northern Ireland
9778,116584,2015-06-01,Scotland
6088,116584,2015-06-01,North
9974,116584,2015-06-01,Yorkshire & Humber
12128,116584,2015-06-01,North West
10002,116584,2015-06-01,South West
4893,116584,2015-06-01,Northern Ireland
9124,116584,2015-06-01,West Midlands
6098,116584,2015-06-01,Wales
13164,116584,2015-06-01,London
10723,116584,2015-06-01,East Anglia
15177,116584,2015-06-01,South East
8675,116584,2015-06-01,East Midlands
9905,114886,2015-07-01,South West
10551,114886,2015-07-01,East Anglia
8534,114886,2015-07-01,East Midlands
9904,114886,2015-07-01,Yorkshire & Humber
4525,114886,2015-07-01,Northern Ireland
8976,114886,2015-07-01,West Midlands
9679,114886,2015-07-01,Scotland
6013,114886,2015-07-01,Wales
15016,114886,2015-07-01,South East
12033,114886,2015-07-01,North West
6036,114886,2015-07-01,North
13018,114886,2015-07-01,London
6101,115736,2015-08-01,Wales
10615,115736,2015-08-01,East Anglia
12051,115736,2015-08-01,North West
4686,115736,2015-08-01,Northern Ireland
9928,115736,2015-08-01,Yorkshire & Humber
6078,115736,2015-08-01,North
8587,115736,2015-08-01,East Midlands
13044,115736,2015-08-01,London
9773,115736,2015-08-01,Scotland
15117,115736,2015-08-01,South East
9985,115736,2015-08-01,South West
9075,115736,2015-08-01,West Midlands
4813,115298,2015-09-01,Northern Ireland
8997,115298,2015-09-01,West Midlands
6027,115298,2015-09-01,Wales
15073,115298,2015-09-01,South East
9938,115298,2015-09-01,Yorkshire & Humber
8449,115298,2015-09-01,East Midlands
9706,115298,2015-09-01,Scotland
10509,115298,2015-09-01,East Anglia
11951,115298,2015-09-01,North West
6042,115298,2015-09-01,North
13085,115298,2015-09-01,London
9998,115298,2015-09-01,South West
10469,114195,2015-10-01,East Anglia
9865,114195,2015-10-01,South West
12958,114195,2015-10-01,London
8381,114195,2015-10-01,East Midlands
14963,114195,2015-10-01,South East
8964,114195,2015-10-01,West Midlands
9777,114195,2015-10-01,Yorkshire & Humber
4737,114195,2015-10-01,Northern Ireland
9549,114195,2015-10-01,Scotland
11837,114195,2015-10-01,North West
5966,114195,2015-10-01,North
6020,114195,2015-10-01,Wales
9640,114300,2015-11-01,Scotland
5974,114300,2015-11-01,North
8362,114300,2015-11-01,East Midlands
9787,114300,2015-11-01,South West
6046,114300,2015-11-01,Wales
12902,114300,2015-11-01,London
8988,114300,2015-11-01,West Midlands
9789,114300,2015-11-01,Yorkshire & Humber
11933,114300,2015-11-01,North West
10431,114300,2015-11-01,East Anglia
4736,114300,2015-11-01,Northern Ireland
14937,114300,2015-11-01,South East
9922,114817,2015-12-01,Yorkshire & Humber
9856,114817,2015-12-01,South West
13001,114817,2015-12-01,London
14968,114817,2015-12-01,South East
8430,114817,2015-12-01,East Midlands
9027,114817,2015-12-01,West Midlands
6071,114817,2015-12-01,Wales
9655,114817,2015-12-01,Scotland
4765,114817,2015-12-01,Northern Ireland
6000,114817,2015-12-01,North
10367,114817,2015-12-01,East Anglia
11975,114817,2015-12-01,North West
14985,115217,2016-01-01,South East
12998,115217,2016-01-01,London
9072,115217,2016-01-01,West Midlands
9914,115217,2016-01-01,South West
6040,115217,2016-01-01,North
9650,115217,2016-01-01,Scotland
4818,115217,2016-01-01,Northern Ireland
10562,115217,2016-01-01,East Anglia
12001,115217,2016-01-01,North West
8498,115217,2016-01-01,East Midlands
6128,115217,2016-01-01,Wales
9931,115217,2016-01-01,Yorkshire & Humber
9588,111438,2016-02-01,South West
12485,111438,2016-02-01,London
9480,111438,2016-02-01,Scotland
5818,111438,2016-02-01,Wales
11732,111438,2016-02-01,North West
8269,111438,2016-02-01,East Midlands
10254,111438,2016-02-01,East Anglia
14467,111438,2016-02-01,South East
5859,111438,2016-02-01,North
4601,111438,2016-02-01,Northern Ireland
8777,111438,2016-02-01,West Midlands
9601,111438,2016-02-01,Yorkshire & Humber
9764,114522,2016-03-01,Yorkshire & Humber
12936,114522,2016-03-01,London
12033,114522,2016-03-01,North West
10430,114522,2016-03-01,East Anglia
9800,114522,2016-03-01,Scotland
9897,114522,2016-03-01,South West
15064,114522,2016-03-01,South East
5977,114522,2016-03-01,North
4731,114522,2016-03-01,Northern Ireland
5974,114522,2016-03-01,Wales
8434,114522,2016-03-01,East Midlands
8975,114522,2016-03-01,West Midlands
12369,116360,2016-04-01,North West
8591,116360,2016-04-01,East Midlands
4856,116360,2016-04-01,Northern Ireland
6037,116360,2016-04-01,Wales
15291,116360,2016-04-01,South East
9118,116360,2016-04-01,West Midlands
9884,116360,2016-04-01,Scotland
6091,116360,2016-04-01,North
10042,116360,2016-04-01,South West
10557,116360,2016-04-01,East Anglia
13098,116360,2016-04-01,London
9931,116360,2016-04-01,Yorkshire & Humber
15294,116741,2016-05-01,South East
13065,116741,2016-05-01,London
6114,116741,2016-05-01,Wales
8596,116741,2016-05-01,East Midlands
10059,116741,2016-05-01,Yorkshire & Humber
10561,116741,2016-05-01,East Anglia
6119,116741,2016-05-01,North
4883,116741,2016-05-01,Northern Ireland
10082,116741,2016-05-01,South West
12409,116741,2016-05-01,North West
9897,116741,2016-05-01,Scotland
9165,116741,2016-05-01,West Midlands
12925,114788,2016-06-01,London
4802,114788,2016-06-01,Northern Ireland
9050,114788,2016-06-01,West Midlands
12147,114788,2016-06-01,North West
10445,114788,2016-06-01,East Anglia
6025,114788,2016-06-01,Wales
14945,114788,2016-06-01,South East
8480,114788,2016-06-01,East Midlands
9749,114788,2016-06-01,Scotland
5990,114788,2016-06-01,North
9798,114788,2016-06-01,Yorkshire & Humber
9913,114788,2016-06-01,South West
12197,115033,2016-07-01,North West
6046,115033,2016-07-01,North
9916,115033,2016-07-01,South West
15076,115033,2016-07-01,South East
10499,115033,2016-07-01,East Anglia
12996,115033,2016-07-01,London
8398,115033,2016-07-01,East Midlands
9696,115033,2016-07-01,Yorkshire & Humber
9119,115033,2016-07-01,West Midlands
6111,115033,2016-07-01,Wales
4679,115033,2016-07-01,Northern Ireland
9781,115033,2016-07-01,Scotland
11997,113719,2016-08-01,North West
5991,113719,2016-08-01,North
14862,113719,2016-08-01,South East
10228,113719,2016-08-01,East Anglia
9806,113719,2016-08-01,South West
12769,113719,2016-08-01,London
9012,113719,2016-08-01,West Midlands
6098,113719,2016-08-01,Wales
4817,113719,2016-08-01,Northern Ireland
9637,113719,2016-08-01,Yorkshire & Humber
8336,113719,2016-08-01,East Midlands
9647,113719,2016-08-01,Scotland
14892,114318,2016-09-01,South East
9060,114318,2016-09-01,West Midlands
9913,114318,2016-09-01,South West
10377,114318,2016-09-01,East Anglia
8568,114318,2016-09-01,East Midlands
11887,114318,2016-09-01,North West
6053,114318,2016-09-01,North
12786,114318,2016-09-01,London
9685,114318,2016-09-01,Scotland
9778,114318,2016-09-01,Yorkshire & Humber
5998,114318,2016-09-01,Wales
4830,114318,2016-09-01,Northern Ireland
10310,114629,2016-10-01,East Anglia
9832,114629,2016-10-01,Scotland
4813,114629,2016-10-01,Northern Ireland
9063,114629,2016-10-01,West Midlands
14855,114629,2016-10-01,South East
12028,114629,2016-10-01,North West
13000,114629,2016-10-01,London
8559,114629,2016-10-01,East Midlands
9859,114629,2016-10-01,South West
6052,114629,2016-10-01,North
9731,114629,2016-10-01,Yorkshire & Humber
6035,114629,2016-10-01,Wales
4785,114503,2016-11-01,Northern Ireland
6073,114503,2016-11-01,Wales
8529,114503,2016-11-01,East Midlands
11936,114503,2016-11-01,North West
9708,114503,2016-11-01,Yorkshire & Humber
9013,114503,2016-11-01,West Midlands
9879,114503,2016-11-01,South West
6041,114503,2016-11-01,North
12953,114503,2016-11-01,London
9749,114503,2016-11-01,Scotland
15031,114503,2016-11-01,South East
10279,114503,2016-11-01,East Anglia
6109,115774,2016-12-01,North
9907,115774,2016-12-01,Scotland
10521,115774,2016-12-01,East Anglia
15077,115774,2016-12-01,South East
8581,115774,2016-12-01,East Midlands
9036,115774,2016-12-01,West Midlands
9897,115774,2016-12-01,South West
4874,115774,2016-12-01,Northern Ireland
12221,115774,2016-12-01,North West
6095,115774,2016-12-01,Wales
9846,115774,2016-12-01,Yorkshire & Humber
13083,115774,2016-12-01,London
6115,115625,2017-01-01,North
12136,115625,2017-01-01,North West
10448,115625,2017-01-01,East Anglia
15136,115625,2017-01-01,South East
13006,115625,2017-01-01,London
9077,115625,2017-01-01,West Midlands
9947,115625,2017-01-01,South West
9881,115625,2017-01-01,Scotland
4932,115625,2017-01-01,Northern Ireland
8584,115625,2017-01-01,East Midlands
9801,115625,2017-01-01,Yorkshire & Humber
6070,115625,2017-01-01,Wales
9008,114063,2017-02-01,West Midlands
6058,114063,2017-02-01,Wales
9855,114063,2017-02-01,Scotland
9758,114063,2017-02-01,Yorkshire & Humber
4880,114063,2017-02-01,Northern Ireland
12730,114063,2017-02-01,London
10370,114063,2017-02-01,East Anglia
9773,114063,2017-02-01,South West
11898,114063,2017-02-01,North West
8300,114063,2017-02-01,East Midlands
14813,114063,2017-02-01,South East
6072,114063,2017-02-01,North
9954,115516,2017-03-01,Scotland
13090,115516,2017-03-01,London
10429,115516,2017-03-01,East Anglia
4903,115516,2017-03-01,Northern Ireland
8460,115516,2017-03-01,East Midlands
9904,115516,2017-03-01,South West
9053,115516,2017-03-01,West Midlands
9816,115516,2017-03-01,Yorkshire & Humber
6149,115516,2017-03-01,North
14916,115516,2017-03-01,South East
6107,115516,2017-03-01,Wales
12187,115516,2017-03-01,North West
8592,116889,2017-04-01,East Midlands
10581,116889,2017-04-01,East Anglia
10005,116889,2017-04-01,Yorkshire & Humber
4962,116889,2017-04-01,Northern Ireland
15255,116889,2017-04-01,South East
12299,116889,2017-04-01,North West
9999,116889,2017-04-01,Scotland
6144,116889,2017-04-01,North
13224,116889,2017-04-01,London
9919,116889,2017-04-01,South West
6168,116889,2017-04-01,Wales
9238,116889,2017-04-01,West Midlands
10587,117233,2017-05-01,East Anglia
12266,117233,2017-05-01,North West
8764,117233,2017-05-01,East Midlands
6205,117233,2017-05-01,Wales
4964,117233,2017-05-01,Northern Ireland
6146,117233,2017-05-01,North
9192,117233,2017-05-01,West Midlands
9940,117233,2017-05-01,Scotland
10081,117233,2017-05-01,Yorkshire & Humber
9976,117233,2017-05-01,South West
15345,117233,2017-05-01,South East
13264,117233,2017-05-01,London
10053,117390,2017-06-01,Yorkshire & Humber
6124,117390,2017-06-01,North
13140,117390,2017-06-01,London
12302,117390,2017-06-01,North West
15330,117390,2017-06-01,South East
10658,117390,2017-06-01,East Anglia
4983,117390,2017-06-01,Northern Ireland
10093,117390,2017-06-01,South West
9939,117390,2017-06-01,Scotland
6219,117390,2017-06-01,Wales
8754,117390,2017-06-01,East Midlands
9258,117390,2017-06-01,West Midlands
10586,117692,2017-07-01,East Anglia
10108,117692,2017-07-01,South West
8672,117692,2017-07-01,East Midlands
6240,117692,2017-07-01,North
9257,117692,2017-07-01,West Midlands
13165,117692,2017-07-01,London
12465,117692,2017-07-01,North West
10051,117692,2017-07-01,Yorkshire & Humber
4982,117692,2017-07-01,Northern Ireland
15316,117692,2017-07-01,South East
10119,117692,2017-07-01,Scotland
6194,117692,2017-07-01,Wales
4942,117018,2017-08-01,Northern Ireland
10013,117018,2017-08-01,Yorkshire & Humber
13130,117018,2017-08-01,London
10059,117018,2017-08-01,Scotland
6202,117018,2017-08-01,North
9251,117018,2017-08-01,West Midlands
10053,117018,2017-08-01,South West
8549,117018,2017-08-01,East Midlands
12397,117018,2017-08-01,North West
6146,117018,2017-08-01,Wales
15174,117018,2017-08-01,South East
10565,117018,2017-08-01,East Anglia
10055,117013,2017-09-01,Scotland
9995,117013,2017-09-01,Yorkshire & Humber
13173,117013,2017-09-01,London
6201,117013,2017-09-01,North
10007,117013,2017-09-01,South West
8598,117013,2017-09-01,East Midlands
6229,117013,2017-09-01,Wales
10544,117013,2017-09-01,East Anglia
4924,117013,2017-09-01,Northern Ireland
15216,117013,2017-09-01,South East
9205,117013,2017-09-01,West Midlands
12352,117013,2017-09-01,North West
13193,116488,2017-10-01,London
9098,116488,2017-10-01,West Midlands
9978,116488,2017-10-01,South West
15060,116488,2017-10-01,South East
6192,116488,2017-10-01,Wales
9922,116488,2017-10-01,Yorkshire & Humber
6197,116488,2017-10-01,North
9981,116488,2017-10-01,Scotland
4934,116488,2017-10-01,Northern Ireland
8654,116488,2017-10-01,East Midlands
10472,116488,2017-10-01,East Anglia
12292,116488,2017-10-01,North West
10552,116285,2017-11-01,East Anglia
6115,116285,2017-11-01,Wales
10012,116285,2017-11-01,South West
9978,116285,2017-11-01,Scotland
15014,116285,2017-11-01,South East
9068,116285,2017-11-01,West Midlands
8675,116285,2017-11-01,East Midlands
13171,116285,2017-11-01,London
9838,116285,2017-11-01,Yorkshire & Humber
4924,116285,2017-11-01,Northern Ireland
6149,116285,2017-11-01,North
12243,116285,2017-11-01,North West
4986,117146,2017-12-01,Northern Ireland
10096,117146,2017-12-01,South West
6147,117146,2017-12-01,Wales
10619,117146,2017-12-01,East Anglia
9122,117146,2017-12-01,West Midlands
8684,117146,2017-12-01,East Midlands
12223,117146,2017-12-01,North West
13248,117146,2017-12-01,London
6204,117146,2017-12-01,North
15212,117146,2017-12-01,South East
9981,117146,2017-12-01,Yorkshire & Humber
10077,117146,2017-12-01,Scotland
8634,116458,2018-01-01,East Midlands
6163,116458,2018-01-01,Wales
9999,116458,2018-01-01,South West
9125,116458,2018-01-01,West Midlands
13190,116458,2018-01-01,London
6126,116458,2018-01-01,North
15067,116458,2018-01-01,South East
4986,116458,2018-01-01,Northern Ireland
9983,116458,2018-01-01,Scotland
10600,116458,2018-01-01,East Anglia
9881,116458,2018-01-01,Yorkshire & Humber
12196,116458,2018-01-01,North West
6492,122581,2018-02-01,Wales
13706,122581,2018-02-01,London
10428,122581,2018-02-01,South West
9151,122581,2018-02-01,East Midlands
9706,122581,2018-02-01,West Midlands
6465,122581,2018-02-01,North
5291,122581,2018-02-01,Northern Ireland
10429,122581,2018-02-01,Yorkshire & Humber
10503,122581,2018-02-01,Scotland
12755,122581,2018-02-01,North West
11198,122581,2018-02-01,East Anglia
15891,122581,2018-02-01,South East
11418,125211,2018-03-01,East Anglia
6608,125211,2018-03-01,North
9354,125211,2018-03-01,East Midlands
9930,125211,2018-03-01,West Midlands
10608,125211,2018-03-01,Scotland
14140,125211,2018-03-01,London
10686,125211,2018-03-01,Yorkshire & Humber
10522,125211,2018-03-01,South West
6599,125211,2018-03-01,Wales
5329,125211,2018-03-01,Northern Ireland
13020,125211,2018-03-01,North West
16431,125211,2018-03-01,South East
10710,126219,2018-04-01,Yorkshire & Humber
5313,126219,2018-04-01,Northern Ireland
16500,126219,2018-04-01,South East
14328,126219,2018-04-01,London
9443,126219,2018-04-01,East Midlands
10866,126219,2018-04-01,Scotland
10603,126219,2018-04-01,South West
11566,126219,2018-04-01,East Anglia
6728,126219,2018-04-01,Wales
6572,126219,2018-04-01,North
9955,126219,2018-04-01,West Midlands
13101,126219,2018-04-01,North West
11534,126941,2018-05-01,East Anglia
14256,126941,2018-05-01,London
6755,126941,2018-05-01,Wales
9468,126941,2018-05-01,East Midlands
16525,126941,2018-05-01,South East
13383,126941,2018-05-01,North West
10045,126941,2018-05-01,West Midlands
10972,126941,2018-05-01,Scotland
5353,126941,2018-05-01,Northern Ireland
10759,126941,2018-05-01,South West
10704,126941,2018-05-01,Yorkshire & Humber
6653,126941,2018-05-01,North
13349,126695,2018-06-01,North West
6655,126695,2018-06-01,North
6700,126695,2018-06-01,Wales
9936,126695,2018-06-01,West Midlands
14293,126695,2018-06-01,London
10870,126695,2018-06-01,South West
10619,126695,2018-06-01,Yorkshire & Humber
11526,126695,2018-06-01,East Anglia
10953,126695,2018-06-01,Scotland
16489,126695,2018-06-01,South East
5316,126695,2018-06-01,Northern Ireland
9433,126695,2018-06-01,East Midlands
13127,124520,2018-07-01,North West
6537,124520,2018-07-01,North
6561,124520,2018-07-01,Wales
10652,124520,2018-07-01,South West
14167,124520,2018-07-01,London
10494,124520,2018-07-01,Yorkshire & Humber
10700,124520,2018-07-01,Scotland
9783,124520,2018-07-01,West Midlands
16294,124520,2018-07-01,South East
9227,124520,2018-07-01,East Midlands
11286,124520,2018-07-01,East Anglia
5136,124520,2018-07-01,Northern Ireland
6535,124079,2018-08-01,North
10564,124079,2018-08-01,Yorkshire & Humber
16153,124079,2018-08-01,South East
10555,124079,2018-08-01,South West
9190,124079,2018-08-01,East Midlands
11282,124079,2018-08-01,East Anglia
5116,124079,2018-08-01,Northern Ireland
13126,124079,2018-08-01,North West
10589,124079,2018-08-01,Scotland
14082,124079,2018-08-01,London
9892,124079,2018-08-01,West Midlands
6525,124079,2018-08-01,Wales
16256,124265,2018-09-01,South East
5116,124265,2018-09-01,Northern Ireland
10699,124265,2018-09-01,Scotland
9189,124265,2018-09-01,East Midlands
9854,124265,2018-09-01,West Midlands
11323,124265,2018-09-01,East Anglia
10550,124265,2018-09-01,South West
14116,124265,2018-09-01,London
6514,124265,2018-09-01,Wales
6483,124265,2018-09-01,North
13089,124265,2018-09-01,North West
10535,124265,2018-09-01,Yorkshire & Humber
11125,124191,2018-10-01,East Anglia
6482,124191,2018-10-01,Wales
10513,124191,2018-10-01,Yorkshire & Humber
9878,124191,2018-10-01,West Midlands
16300,124191,2018-10-01,South East
5139,124191,2018-10-01,Northern Ireland
10504,124191,2018-10-01,South West
13286,124191,2018-10-01,North West
14144,124191,2018-10-01,London
9185,124191,2018-10-01,East Midlands
10640,124191,2018-10-01,Scotland
6459,124191,2018-10-01,North
16190,123289,2018-11-01,South East
12852,123289,2018-11-01,North West
9784,123289,2018-11-01,West Midlands
14121,123289,2018-11-01,London
10552,123289,2018-11-01,Scotland
11131,123289,2018-11-01,East Anglia
10485,123289,2018-11-01,South West
6467,123289,2018-11-01,Wales
10494,123289,2018-11-01,Yorkshire & Humber
6430,123289,2018-11-01,North
5104,123289,2018-11-01,Northern Ireland
9118,123289,2018-11-01,East Midlands
6514,125381,2018-12-01,Wales
6511,125381,2018-12-01,North
10707,125381,2018-12-01,South West
14340,125381,2018-12-01,London
10601,125381,2018-12-01,Yorkshire & Humber
11330,125381,2018-12-01,East Anglia
13037,125381,2018-12-01,North West
16595,125381,2018-12-01,South East
9922,125381,2018-12-01,West Midlands
10767,125381,2018-12-01,Scotland
5198,125381,2018-12-01,Northern Ireland
9295,125381,2018-12-01,East Midlands
10682,125531,2019-01-01,Scotland
10025,125531,2019-01-01,West Midlands
5221,125531,2019-01-01,Northern Ireland
16567,125531,2019-01-01,South East
10696,125531,2019-01-01,Yorkshire & Humber
9345,125531,2019-01-01,East Midlands
6604,125531,2019-01-01,Wales
14213,125531,2019-01-01,London
13103,125531,2019-01-01,North West
10720,125531,2019-01-01,South West
6532,125531,2019-01-01,North
11278,125531,2019-01-01,East Anglia
6616,124018,2019-02-01,Wales
10629,124018,2019-02-01,South West
13976,124018,2019-02-01,London
6519,124018,2019-02-01,North
13148,124018,2019-02-01,North West
16142,124018,2019-02-01,South East
11092,124018,2019-02-01,East Anglia
9237,124018,2019-02-01,East Midlands
9791,124018,2019-02-01,West Midlands
10609,124018,2019-02-01,Scotland
10508,124018,2019-02-01,Yorkshire & Humber
5164,124018,2019-02-01,Northern Ireland
6758,127885,2019-03-01,North
10960,127885,2019-03-01,South West
11009,127885,2019-03-01,Scotland
5332,127885,2019-03-01,Northern Ireland
10856,127885,2019-03-01,Yorkshire & Humber
10044,127885,2019-03-01,West Midlands
16638,127885,2019-03-01,South East
13390,127885,2019-03-01,North West
6804,127885,2019-03-01,Wales
11385,127885,2019-03-01,East Anglia
9511,127885,2019-03-01,East Midlands
14613,127885,2019-03-01,London
10947,128853,2019-04-01,Yorkshire & Humber
5302,128853,2019-04-01,Northern Ireland
9497,128853,2019-04-01,East Midlands
16683,128853,2019-04-01,South East
11056,128853,2019-04-01,South West
13673,128853,2019-04-01,North West
14754,128853,2019-04-01,London
10172,128853,2019-04-01,West Midlands
6777,128853,2019-04-01,Wales
6739,128853,2019-04-01,North
11576,128853,2019-04-01,East Anglia
11121,128853,2019-04-01,Scotland
11587,128682,2019-05-01,East Anglia
10112,128682,2019-05-01,West Midlands
13526,128682,2019-05-01,North West
6747,128682,2019-05-01,North
16752,128682,2019-05-01,South East
6802,128682,2019-05-01,Wales
5310,128682,2019-05-01,Northern Ireland
10947,128682,2019-05-01,Yorkshire & Humber
11214,128682,2019-05-01,Scotland
14708,128682,2019-05-01,London
9375,128682,2019-05-01,East Midlands
11042,128682,2019-05-01,South West
14773,129075,2019-06-01,London
10959,129075,2019-06-01,Yorkshire & Humber
10173,129075,2019-06-01,West Midlands
13705,129075,2019-06-01,North West
9428,129075,2019-06-01,East Midlands
6829,129075,2019-06-01,Wales
16780,129075,2019-06-01,South East
11150,129075,2019-06-01,Scotland
11027,129075,2019-06-01,South West
5339,129075,2019-06-01,Northern Ireland
6756,129075,2019-06-01,North
11578,129075,2019-06-01,East Anglia
10177,128486,2019-07-01,West Midlands
10966,128486,2019-07-01,South West
6801,128486,2019-07-01,Wales
6756,128486,2019-07-01,North
11143,128486,2019-07-01,Scotland
13767,128486,2019-07-01,North West
5301,128486,2019-07-01,Northern Ireland
11318,128486,2019-07-01,East Anglia
10978,128486,2019-07-01,Yorkshire & Humber
9358,128486,2019-07-01,East Midlands
14642,128486,2019-07-01,London
16701,128486,2019-07-01,South East
14444,127479,2019-08-01,London
9412,127479,2019-08-01,East Midlands
5276,127479,2019-08-01,Northern Ireland
11015,127479,2019-08-01,Scotland
11246,127479,2019-08-01,East Anglia
10111,127479,2019-08-01,West Midlands
6737,127479,2019-08-01,Wales
16637,127479,2019-08-01,South East
10812,127479,2019-08-01,Yorkshire & Humber
13628,127479,2019-08-01,North West
10913,127479,2019-08-01,South West
6670,127479,2019-08-01,North
9465,127702,2019-09-01,East Midlands
11378,127702,2019-09-01,East Anglia
6680,127702,2019-09-01,North
10940,127702,2019-09-01,South West
14461,127702,2019-09-01,London
10805,127702,2019-09-01,Yorkshire & Humber
6758,127702,2019-09-01,Wales
11096,127702,2019-09-01,Scotland
13609,127702,2019-09-01,North West
16549,127702,2019-09-01,South East
5294,127702,2019-09-01,Northern Ireland
10096,127702,2019-09-01,West Midlands
16632,127514,2019-10-01,South East
11089,127514,2019-10-01,Scotland
11378,127514,2019-10-01,East Anglia
14414,127514,2019-10-01,London
5275,127514,2019-10-01,Northern Ireland
6714,127514,2019-10-01,Wales
13643,127514,2019-10-01,North West
6693,127514,2019-10-01,North
9488,127514,2019-10-01,East Midlands
10662,127514,2019-10-01,Yorkshire & Humber
10850,127514,2019-10-01,South West
10103,127514,2019-10-01,West Midlands
10947,127910,2019-11-01,South West
6669,127910,2019-11-01,Wales
16610,127910,2019-11-01,South East
6672,127910,2019-11-01,North
5364,127910,2019-11-01,Northern Ireland
14418,127910,2019-11-01,London
11437,127910,2019-11-01,East Anglia
9509,127910,2019-11-01,East Midlands
11073,127910,2019-11-01,Scotland
10190,127910,2019-11-01,West Midlands
10804,127910,2019-11-01,Yorkshire & Humber
13630,127910,2019-11-01,North West
6674,127767,2019-12-01,Wales
10795,127767,2019-12-01,Yorkshire & Humber
11155,127767,2019-12-01,Scotland
10178,127767,2019-12-01,West Midlands
14547,127767,2019-12-01,London
6680,127767,2019-12-01,North
9468,127767,2019-12-01,East Midlands
13582,127767,2019-12-01,North West
16502,127767,2019-12-01,South East
5310,127767,2019-12-01,Northern Ireland
11433,127767,2019-12-01,East Anglia
10856,127767,2019-12-01,South West
10160,127661,2020-01-01,West Midlands
6726,127661,2020-01-01,Wales
11356,127661,2020-01-01,East Anglia
14455,127661,2020-01-01,London
10916,127661,2020-01-01,South West
9447,127661,2020-01-01,East Midlands
5321,127661,2020-01-01,Northern Ireland
6742,127661,2020-01-01,North
16572,127661,2020-01-01,South East
13530,127661,2020-01-01,North West
10749,127661,2020-01-01,Yorkshire & Humber
11106,127661,2020-01-01,Scotland
11028,126570,2020-02-01,Scotland
10650,126570,2020-02-01,Yorkshire & Humber
10638,126570,2020-02-01,South West
6715,126570,2020-02-01,North
11236,126570,2020-02-01,East Anglia
10087,126570,2020-02-01,West Midlands
5406,126570,2020-02-01,Northern Ireland
13398,126570,2020-02-01,North West
6749,126570,2020-02-01,Wales
9438,126570,2020-02-01,East Midlands
14209,126570,2020-02-01,London
16437,126570,2020-02-01,South East
8981,118933,2020-03-01,East Midlands
10552,118933,2020-03-01,Scotland
9501,118933,2020-03-01,West Midlands
10404,118933,2020-03-01,East Anglia
12983,118933,2020-03-01,London
6266,118933,2020-03-01,Wales
5134,118933,2020-03-01,Northern Ireland
15454,118933,2020-03-01,South East
9902,118933,2020-03-01,South West
12634,118933,2020-03-01,North West
10231,118933,2020-03-01,Yorkshire & Humber
6312,118933,2020-03-01,North
5887,74251,2020-04-01,East Midlands
6041,74251,2020-04-01,West Midlands
5893,74251,2020-04-01,South West
7287,74251,2020-04-01,London
4493,74251,2020-04-01,Wales
4480,74251,2020-04-01,North
6225,74251,2020-04-01,Yorkshire & Humber
6340,74251,2020-04-01,Scotland
6679,74251,2020-04-01,East Anglia
8753,74251,2020-04-01,South East
3494,74251,2020-04-01,Northern Ireland
8156,74251,2020-04-01,North West
7129,85259,2020-05-01,South West
7053,85259,2020-05-01,Yorkshire & Humber
3653,85259,2020-05-01,Northern Ireland
4853,85259,2020-05-01,North
4750,85259,2020-05-01,Wales
9312,85259,2020-05-01,London
9192,85259,2020-05-01,North West
10540,85259,2020-05-01,South East
7705,85259,2020-05-01,East Anglia
7112,85259,2020-05-01,West Midlands
7158,85259,2020-05-01,Scotland
6266,85259,2020-05-01,East Midlands
7628,94010,2020-06-01,Scotland
6925,94010,2020-06-01,East Midlands
11899,94010,2020-06-01,South East
5143,94010,2020-06-01,Wales
8591,94010,2020-06-01,East Anglia
4097,94010,2020-06-01,Northern Ireland
10352,94010,2020-06-01,London
7673,94010,2020-06-01,West Midlands
5361,94010,2020-06-01,North
7770,94010,2020-06-01,Yorkshire & Humber
10178,94010,2020-06-01,North West
7819,94010,2020-06-01,South West
8437,102371,2020-07-01,South West
5389,102371,2020-07-01,Wales
13169,102371,2020-07-01,South East
8132,102371,2020-07-01,West Midlands
11212,102371,2020-07-01,North West
8571,102371,2020-07-01,Yorkshire & Humber
7653,102371,2020-07-01,East Midlands
5664,102371,2020-07-01,North
9508,102371,2020-07-01,East Anglia
4246,102371,2020-07-01,Northern Ireland
8380,102371,2020-07-01,Scotland
11435,102371,2020-07-01,London
4820,112987,2020-08-01,Northern Ireland
9289,112987,2020-08-01,Scotland
10213,112987,2020-08-01,East Anglia
12415,112987,2020-08-01,London
9123,112987,2020-08-01,West Midlands
8299,112987,2020-08-01,East Midlands
5946,112987,2020-08-01,North
9700,112987,2020-08-01,Yorkshire & Humber
15105,112987,2020-08-01,South East
6218,112987,2020-08-01,Wales
11900,112987,2020-08-01,North West
9385,112987,2020-08-01,South West
4877,116062,2020-09-01,Northern Ireland
9104,116062,2020-09-01,West Midlands
8810,116062,2020-09-01,East Midlands
15370,116062,2020-09-01,South East
9546,116062,2020-09-01,South West
9992,116062,2020-09-01,Scotland
12048,116062,2020-09-01,North West
6158,116062,2020-09-01,North
6278,116062,2020-09-01,Wales
9723,116062,2020-09-01,Yorkshire & Humber
10460,116062,2020-09-01,East Anglia
13126,116062,2020-09-01,London
