Task Duration (ns),Eager (Thread Pool),l1,Deferred (Thread Pool),l2,Deferred (Inline Executor),l3,Execute (Inline Executor),l4,Direct Invoke,l5
96500,166038,Eager (Thread Pool),165353,Deferred (Thread Pool),152354,Deferred (Inline Executor),151609,Execute (Inline Executor),151567,Direct Invoke
96600,165969,Eager (Thread Pool),165330,Deferred (Thread Pool),152440,Deferred (Inline Executor),151635,Execute (Inline Executor),151587,Direct Invoke
96700,167029,Eager (Thread Pool),165370,Deferred (Thread Pool),152535,Deferred (Inline Executor),151746,Execute (Inline Executor),151746,Direct Invoke
96800,166237,Eager (Thread Pool),165469,Deferred (Thread Pool),152624,Deferred (Inline Executor),151818,Execute (Inline Executor),151888,Direct Invoke
96900,167129,Eager (Thread Pool),165613,Deferred (Thread Pool),152865,Deferred (Inline Executor),151959,Execute (Inline Executor),151963,Direct Invoke
97000,166623,Eager (Thread Pool),166398,Deferred (Thread Pool),152839,Deferred (Inline Executor),152112,Execute (Inline Executor),152023,Direct Invoke
97100,166469,Eager (Thread Pool),165778,Deferred (Thread Pool),152913,Deferred (Inline Executor),152093,Execute (Inline Executor),152115,Direct Invoke
97200,166658,Eager (Thread Pool),165864,Deferred (Thread Pool),153097,Deferred (Inline Executor),152263,Execute (Inline Executor),152202,Direct Invoke
97300,166923,Eager (Thread Pool),166190,Deferred (Thread Pool),153140,Deferred (Inline Executor),152378,Execute (Inline Executor),152392,Direct Invoke
97400,166865,Eager (Thread Pool),166056,Deferred (Thread Pool),153194,Deferred (Inline Executor),152404,Execute (Inline Executor),152401,Direct Invoke
97500,166913,Eager (Thread Pool),166143,Deferred (Thread Pool),153332,Deferred (Inline Executor),152548,Execute (Inline Executor),152492,Direct Invoke
97600,166987,Eager (Thread Pool),166299,Deferred (Thread Pool),153432,Deferred (Inline Executor),152608,Execute (Inline Executor),152599,Direct Invoke
97700,167449,Eager (Thread Pool),166323,Deferred (Thread Pool),153523,Deferred (Inline Executor),152720,Execute (Inline Executor),152692,Direct Invoke
97800,167228,Eager (Thread Pool),166562,Deferred (Thread Pool),153648,Deferred (Inline Executor),152923,Execute (Inline Executor),152839,Direct Invoke
97900,167351,Eager (Thread Pool),166535,Deferred (Thread Pool),153712,Deferred (Inline Executor),152909,Execute (Inline Executor),152864,Direct Invoke
98000,167450,Eager (Thread Pool),166743,Deferred (Thread Pool),153824,Deferred (Inline Executor),153100,Execute (Inline Executor),153044,Direct Invoke
98100,167585,Eager (Thread Pool),166890,Deferred (Thread Pool),153976,Deferred (Inline Executor),153180,Execute (Inline Executor),153154,Direct Invoke
98200,167632,Eager (Thread Pool),166840,Deferred (Thread Pool),154044,Deferred (Inline Executor),153258,Execute (Inline Executor),153179,Direct Invoke
98300,167658,Eager (Thread Pool),166967,Deferred (Thread Pool),154127,Deferred (Inline Executor),153416,Execute (Inline Executor),153325,Direct Invoke
98400,167747,Eager (Thread Pool),167004,Deferred (Thread Pool),154206,Deferred (Inline Executor),153414,Execute (Inline Executor),153374,Direct Invoke
98500,167830,Eager (Thread Pool),167192,Deferred (Thread Pool),154305,Deferred (Inline Executor),153543,Execute (Inline Executor),153483,Direct Invoke
98600,168157,Eager (Thread Pool),167329,Deferred (Thread Pool),154440,Deferred (Inline Executor),153705,Execute (Inline Executor),153638,Direct Invoke
98700,168129,Eager (Thread Pool),167284,Deferred (Thread Pool),154471,Deferred (Inline Executor),153753,Execute (Inline Executor),153705,Direct Invoke
98800,168283,Eager (Thread Pool),167560,Deferred (Thread Pool),154704,Deferred (Inline Executor),153863,Execute (Inline Executor),153804,Direct Invoke
98900,168377,Eager (Thread Pool),167580,Deferred (Thread Pool),154736,Deferred (Inline Executor),154013,Execute (Inline Executor),153953,Direct Invoke
99000,168336,Eager (Thread Pool),167606,Deferred (Thread Pool),154807,Deferred (Inline Executor),154018,Execute (Inline Executor),153936,Direct Invoke
99100,168486,Eager (Thread Pool),167774,Deferred (Thread Pool),154954,Deferred (Inline Executor),154148,Execute (Inline Executor),154150,Direct Invoke
99200,168572,Eager (Thread Pool),167891,Deferred (Thread Pool),155009,Deferred (Inline Executor),154345,Execute (Inline Executor),154175,Direct Invoke
99300,168849,Eager (Thread Pool),167888,Deferred (Thread Pool),155202,Deferred (Inline Executor),154373,Execute (Inline Executor),154287,Direct Invoke
99400,168883,Eager (Thread Pool),168226,Deferred (Thread Pool),155318,Deferred (Inline Executor),154458,Execute (Inline Executor),154465,Direct Invoke
99500,168888,Eager (Thread Pool),168241,Deferred (Thread Pool),155308,Deferred (Inline Executor),154717,Execute (Inline Executor),154452,Direct Invoke
99600,169011,Eager (Thread Pool),168252,Deferred (Thread Pool),155630,Deferred (Inline Executor),154775,Execute (Inline Executor),154646,Direct Invoke
99700,169176,Eager (Thread Pool),168481,Deferred (Thread Pool),155550,Deferred (Inline Executor),154814,Execute (Inline Executor),154734,Direct Invoke
99800,169225,Eager (Thread Pool),168395,Deferred (Thread Pool),155581,Deferred (Inline Executor),154819,Execute (Inline Executor),154787,Direct Invoke
99900,169380,Eager (Thread Pool),168623,Deferred (Thread Pool),155746,Deferred (Inline Executor),154957,Execute (Inline Executor),154926,Direct Invoke
100000,169483,Eager (Thread Pool),169504,Deferred (Thread Pool),155796,Deferred (Inline Executor),155014,Execute (Inline Executor),154995,Direct Invoke
