Unnamed: 0,Energy Source,Region,Year,Energy Consumption
1194,Geo Biomass Other - TWh (zero filled),Europe,2019,215.0703583
1195,Geo Biomass Other - TWh (zero filled),Europe,2020,219.3716278
1196,Geo Biomass Other - TWh (zero filled),Europe,2021,229.9936676
1197,Geo Biomass Other - TWh (zero filled),North America,1965,13.33223248
1198,Geo Biomass Other - TWh (zero filled),North America,1966,14.06200695
1199,Geo Biomass Other - TWh (zero filled),North America,1967,14.07357121
1200,Geo Biomass Other - TWh (zero filled),North America,1968,15.5460453
1201,Geo Biomass Other - TWh (zero filled),North America,1969,16.22706032
1202,Geo Biomass Other - TWh (zero filled),North America,1970,16.23590279
1203,Geo Biomass Other - TWh (zero filled),North America,1971,17.58941269
1204,Geo Biomass Other - TWh (zero filled),North America,1972,19.53897858
1205,Geo Biomass Other - TWh (zero filled),North America,1973,21.15769196
1206,Geo Biomass Other - TWh (zero filled),North America,1974,21.87626457
1207,Geo Biomass Other - TWh (zero filled),North America,1975,21.30730057
1208,Geo Biomass Other - TWh (zero filled),North America,1976,24.97275543
1209,Geo Biomass Other - TWh (zero filled),North America,1977,26.41312218
1210,Geo Biomass Other - TWh (zero filled),North America,1978,27.7767868
1211,Geo Biomass Other - TWh (zero filled),North America,1979,29.43803596
1212,Geo Biomass Other - TWh (zero filled),North America,1980,30.18911743
1213,Geo Biomass Other - TWh (zero filled),North America,1981,31.56660271
1214,Geo Biomass Other - TWh (zero filled),North America,1982,31.26404762
1215,Geo Biomass Other - TWh (zero filled),North America,1983,34.77360153
1216,Geo Biomass Other - TWh (zero filled),North America,1984,40.6583252
1217,Geo Biomass Other - TWh (zero filled),North America,1985,40.93689346
1218,Geo Biomass Other - TWh (zero filled),North America,1986,45.25267029
1219,Geo Biomass Other - TWh (zero filled),North America,1987,50.7304306
1220,Geo Biomass Other - TWh (zero filled),North America,1988,50.96106339
1221,Geo Biomass Other - TWh (zero filled),North America,1989,58.42126846
1222,Geo Biomass Other - TWh (zero filled),North America,1990,68.17215729
1223,Geo Biomass Other - TWh (zero filled),North America,1991,71.76111603
1224,Geo Biomass Other - TWh (zero filled),North America,1992,77.14593506
1225,Geo Biomass Other - TWh (zero filled),North America,1993,79.33348083
1226,Geo Biomass Other - TWh (zero filled),North America,1994,79.46938324
1227,Geo Biomass Other - TWh (zero filled),North America,1995,77.8053894
1228,Geo Biomass Other - TWh (zero filled),North America,1996,79.78420258
1229,Geo Biomass Other - TWh (zero filled),North America,1997,81.07454681
1230,Geo Biomass Other - TWh (zero filled),North America,1998,81.80744171
1231,Geo Biomass Other - TWh (zero filled),North America,1999,82.72299194
1232,Geo Biomass Other - TWh (zero filled),North America,2000,83.22052002
1233,Geo Biomass Other - TWh (zero filled),North America,2001,84.05501556
1234,Geo Biomass Other - TWh (zero filled),North America,2002,89.12303925
1235,Geo Biomass Other - TWh (zero filled),North America,2003,88.68376923
1236,Geo Biomass Other - TWh (zero filled),North America,2004,90.0951004
1237,Geo Biomass Other - TWh (zero filled),North America,2005,90.679039
1238,Geo Biomass Other - TWh (zero filled),North America,2006,90.2978363
1239,Geo Biomass Other - TWh (zero filled),North America,2007,91.93276978
1240,Geo Biomass Other - TWh (zero filled),North America,2008,90.33460999
1241,Geo Biomass Other - TWh (zero filled),North America,2009,90.57062531
1242,Geo Biomass Other - TWh (zero filled),North America,2010,93.5770874
1243,Geo Biomass Other - TWh (zero filled),North America,2011,94.174263
1244,Geo Biomass Other - TWh (zero filled),North America,2012,95.67842865
1245,Geo Biomass Other - TWh (zero filled),North America,2013,100.1360779
1246,Geo Biomass Other - TWh (zero filled),North America,2014,101.9393845
1247,Geo Biomass Other - TWh (zero filled),North America,2015,102.3693542
1248,Geo Biomass Other - TWh (zero filled),North America,2016,102.6898346
1249,Geo Biomass Other - TWh (zero filled),North America,2017,102.8344345
1250,Geo Biomass Other - TWh (zero filled),North America,2018,101.076889
1251,Geo Biomass Other - TWh (zero filled),North America,2019,95.82292175
1252,Geo Biomass Other - TWh (zero filled),North America,2020,91.94280243
1253,Geo Biomass Other - TWh (zero filled),North America,2021,93.34476471
1254,Geo Biomass Other - TWh (zero filled),Oceania,1965,1.644000053
1255,Geo Biomass Other - TWh (zero filled),Oceania,1966,1.643000007
1256,Geo Biomass Other - TWh (zero filled),Oceania,1967,1.423999906
1257,Geo Biomass Other - TWh (zero filled),Oceania,1968,1.576999903
1258,Geo Biomass Other - TWh (zero filled),Oceania,1969,1.60800004
1259,Geo Biomass Other - TWh (zero filled),Oceania,1970,1.534000039
1260,Geo Biomass Other - TWh (zero filled),Oceania,1971,1.519000053
1261,Geo Biomass Other - TWh (zero filled),Oceania,1972,1.536999941
1262,Geo Biomass Other - TWh (zero filled),Oceania,1973,1.58100009
1263,Geo Biomass Other - TWh (zero filled),Oceania,1974,2.508057594
1264,Geo Biomass Other - TWh (zero filled),Oceania,1975,2.595162868
1265,Geo Biomass Other - TWh (zero filled),Oceania,1976,2.53884697
1266,Geo Biomass Other - TWh (zero filled),Oceania,1977,2.407004833
1267,Geo Biomass Other - TWh (zero filled),Oceania,1978,2.406162739
1268,Geo Biomass Other - TWh (zero filled),Oceania,1979,2.295583963
1269,Geo Biomass Other - TWh (zero filled),Oceania,1980,2.356478691
1270,Geo Biomass Other - TWh (zero filled),Oceania,1981,2.342583895
1271,Geo Biomass Other - TWh (zero filled),Oceania,1982,2.484320641
1272,Geo Biomass Other - TWh (zero filled),Oceania,1983,2.417383909
1273,Geo Biomass Other - TWh (zero filled),Oceania,1984,2.579431295
1274,Geo Biomass Other - TWh (zero filled),Oceania,1985,2.46620822
1275,Geo Biomass Other - TWh (zero filled),Oceania,1986,2.543034554
1276,Geo Biomass Other - TWh (zero filled),Oceania,1987,2.5479002
1277,Geo Biomass Other - TWh (zero filled),Oceania,1988,2.818282843
1278,Geo Biomass Other - TWh (zero filled),Oceania,1989,3.388134956
1279,Geo Biomass Other - TWh (zero filled),Oceania,1990,3.712442636
1280,Geo Biomass Other - TWh (zero filled),Oceania,1991,3.841329336
1281,Geo Biomass Other - TWh (zero filled),Oceania,1992,3.739321947
1282,Geo Biomass Other - TWh (zero filled),Oceania,1993,3.888085365
1283,Geo Biomass Other - TWh (zero filled),Oceania,1994,3.771142483
1284,Geo Biomass Other - TWh (zero filled),Oceania,1995,3.850061655
1285,Geo Biomass Other - TWh (zero filled),Oceania,1996,3.897951841
1286,Geo Biomass Other - TWh (zero filled),Oceania,1997,4.043432713
1287,Geo Biomass Other - TWh (zero filled),Oceania,1998,4.388910294
1288,Geo Biomass Other - TWh (zero filled),Oceania,1999,4.689715862
1289,Geo Biomass Other - TWh (zero filled),Oceania,2000,4.630385399
1290,Geo Biomass Other - TWh (zero filled),Oceania,2001,4.32725668
1291,Geo Biomass Other - TWh (zero filled),Oceania,2002,4.633799553
1292,Geo Biomass Other - TWh (zero filled),Oceania,2003,4.96843338
1293,Geo Biomass Other - TWh (zero filled),Oceania,2004,6.209954739
1294,Geo Biomass Other - TWh (zero filled),Oceania,2005,7.678543568
1295,Geo Biomass Other - TWh (zero filled),Oceania,2006,8.004056931
1296,Geo Biomass Other - TWh (zero filled),Oceania,2007,8.533370972
1297,Geo Biomass Other - TWh (zero filled),Oceania,2008,8.589101791
1298,Geo Biomass Other - TWh (zero filled),Oceania,2009,8.369371414
1299,Geo Biomass Other - TWh (zero filled),Oceania,2010,9.050294876
1300,Geo Biomass Other - TWh (zero filled),Oceania,2011,9.511331558
1301,Geo Biomass Other - TWh (zero filled),Oceania,2012,10.28452969
1302,Geo Biomass Other - TWh (zero filled),Oceania,2013,10.90992069
1303,Geo Biomass Other - TWh (zero filled),Oceania,2014,11.90957451
1304,Geo Biomass Other - TWh (zero filled),Oceania,2015,12.63744736
1305,Geo Biomass Other - TWh (zero filled),Oceania,2016,12.57348347
1306,Geo Biomass Other - TWh (zero filled),Oceania,2017,12.53908539
1307,Geo Biomass Other - TWh (zero filled),Oceania,2018,12.48664284
1308,Geo Biomass Other - TWh (zero filled),Oceania,2019,12.44956398
1309,Geo Biomass Other - TWh (zero filled),Oceania,2020,12.42761707
1310,Geo Biomass Other - TWh (zero filled),Oceania,2021,12.3586216
1311,Geo Biomass Other - TWh (zero filled),South America,1965,0.0
1312,Geo Biomass Other - TWh (zero filled),South America,1966,0.0
1313,Geo Biomass Other - TWh (zero filled),South America,1967,0.0
1314,Geo Biomass Other - TWh (zero filled),South America,1968,0.0
1315,Geo Biomass Other - TWh (zero filled),South America,1969,0.0
1316,Geo Biomass Other - TWh (zero filled),South America,1970,0.570933342
1317,Geo Biomass Other - TWh (zero filled),South America,1971,1.041386008
1318,Geo Biomass Other - TWh (zero filled),South America,1972,1.135597587
1319,Geo Biomass Other - TWh (zero filled),South America,1973,1.152770638
1320,Geo Biomass Other - TWh (zero filled),South America,1974,1.224155068
1321,Geo Biomass Other - TWh (zero filled),South America,1975,1.500167847
1322,Geo Biomass Other - TWh (zero filled),South America,1976,1.517300248
1323,Geo Biomass Other - TWh (zero filled),South America,1977,1.768848538
1324,Geo Biomass Other - TWh (zero filled),South America,1978,1.963916898
1325,Geo Biomass Other - TWh (zero filled),South America,1979,2.423003197
1326,Geo Biomass Other - TWh (zero filled),South America,1980,2.405525923
1327,Geo Biomass Other - TWh (zero filled),South America,1981,2.447640896
1328,Geo Biomass Other - TWh (zero filled),South America,1982,2.903447866
1329,Geo Biomass Other - TWh (zero filled),South America,1983,3.801430464
1330,Geo Biomass Other - TWh (zero filled),South America,1984,3.644667387
1331,Geo Biomass Other - TWh (zero filled),South America,1985,3.913131952
1332,Geo Biomass Other - TWh (zero filled),South America,1986,4.114923
1333,Geo Biomass Other - TWh (zero filled),South America,1987,4.456683636
1334,Geo Biomass Other - TWh (zero filled),South America,1988,4.306745052
1335,Geo Biomass Other - TWh (zero filled),South America,1989,4.344163895
1336,Geo Biomass Other - TWh (zero filled),South America,1990,5.476084232
1337,Geo Biomass Other - TWh (zero filled),South America,1991,5.677515507
1338,Geo Biomass Other - TWh (zero filled),South America,1992,7.399188995
1339,Geo Biomass Other - TWh (zero filled),South America,1993,7.461511135
1340,Geo Biomass Other - TWh (zero filled),South America,1994,7.956069946
1341,Geo Biomass Other - TWh (zero filled),South America,1995,8.332387924
1342,Geo Biomass Other - TWh (zero filled),South America,1996,9.466309547
1343,Geo Biomass Other - TWh (zero filled),South America,1997,10.05349922
1344,Geo Biomass Other - TWh (zero filled),South America,1998,9.659915924
1345,Geo Biomass Other - TWh (zero filled),South America,1999,10.81879139
1346,Geo Biomass Other - TWh (zero filled),South America,2000,10.39783192
1347,Geo Biomass Other - TWh (zero filled),South America,2001,11.82620525
1348,Geo Biomass Other - TWh (zero filled),South America,2002,13.35462475
1349,Geo Biomass Other - TWh (zero filled),South America,2003,15.29844189
1350,Geo Biomass Other - TWh (zero filled),South America,2004,16.12934685
1351,Geo Biomass Other - TWh (zero filled),South America,2005,17.37404251
1352,Geo Biomass Other - TWh (zero filled),South America,2006,18.47776985
1353,Geo Biomass Other - TWh (zero filled),South America,2007,23.22475433
1354,Geo Biomass Other - TWh (zero filled),South America,2008,26.76540565
1355,Geo Biomass Other - TWh (zero filled),South America,2009,30.25882721
1356,Geo Biomass Other - TWh (zero filled),South America,2010,40.12084961
1357,Geo Biomass Other - TWh (zero filled),South America,2011,42.04150772
1358,Geo Biomass Other - TWh (zero filled),South America,2012,47.18723297
1359,Geo Biomass Other - TWh (zero filled),South America,2013,53.80161667
1360,Geo Biomass Other - TWh (zero filled),South America,2014,59.2207756
1361,Geo Biomass Other - TWh (zero filled),South America,2015,62.88766861
1362,Geo Biomass Other - TWh (zero filled),South America,2016,64.83843994
1363,Geo Biomass Other - TWh (zero filled),South America,2017,67.54167938
1364,Geo Biomass Other - TWh (zero filled),South America,2018,71.01970673
1365,Geo Biomass Other - TWh (zero filled),South America,2019,72.4074707
1366,Geo Biomass Other - TWh (zero filled),South America,2020,76.69767761
1367,Geo Biomass Other - TWh (zero filled),South America,2021,72.65890503
1368,Hydro Consumption - TWh (zero filled),Africa,1965,41.11881256
1369,Hydro Consumption - TWh (zero filled),Africa,1966,45.86291504
1370,Hydro Consumption - TWh (zero filled),Africa,1967,47.87553787
1371,Hydro Consumption - TWh (zero filled),Africa,1968,56.00046921
1372,Hydro Consumption - TWh (zero filled),Africa,1969,65.35208893
1373,Hydro Consumption - TWh (zero filled),Africa,1970,81.70288086
1374,Hydro Consumption - TWh (zero filled),Africa,1971,76.92131805
1375,Hydro Consumption - TWh (zero filled),Africa,1972,87.62504578
1376,Hydro Consumption - TWh (zero filled),Africa,1973,92.68891907
1377,Hydro Consumption - TWh (zero filled),Africa,1974,105.4671555
1378,Hydro Consumption - TWh (zero filled),Africa,1975,111.5316315
1379,Hydro Consumption - TWh (zero filled),Africa,1976,123.5951538
1380,Hydro Consumption - TWh (zero filled),Africa,1977,135.8108673
1381,Hydro Consumption - TWh (zero filled),Africa,1978,136.9291229
1382,Hydro Consumption - TWh (zero filled),Africa,1979,146.563858
1383,Hydro Consumption - TWh (zero filled),Africa,1980,142.8574219
1384,Hydro Consumption - TWh (zero filled),Africa,1981,148.4198914
1385,Hydro Consumption - TWh (zero filled),Africa,1982,148.4593048
1386,Hydro Consumption - TWh (zero filled),Africa,1983,133.7953644
1387,Hydro Consumption - TWh (zero filled),Africa,1984,131.556366
1388,Hydro Consumption - TWh (zero filled),Africa,1985,146.2221832
1389,Hydro Consumption - TWh (zero filled),Africa,1986,151.2363129
1390,Hydro Consumption - TWh (zero filled),Africa,1987,145.0594177
1391,Hydro Consumption - TWh (zero filled),Africa,1988,158.4752808
1392,Hydro Consumption - TWh (zero filled),Africa,1989,166.4081573
1393,Hydro Consumption - TWh (zero filled),Africa,1990,169.3014069
1394,Hydro Consumption - TWh (zero filled),Africa,1991,179.3458099
1395,Hydro Consumption - TWh (zero filled),Africa,1992,171.0922546
1396,Hydro Consumption - TWh (zero filled),Africa,1993,167.6095581
1397,Hydro Consumption - TWh (zero filled),Africa,1994,170.3108978
1398,Hydro Consumption - TWh (zero filled),Africa,1995,176.7359161
1399,Hydro Consumption - TWh (zero filled),Africa,1996,184.269104
1400,Hydro Consumption - TWh (zero filled),Africa,1997,188.8111572
1401,Hydro Consumption - TWh (zero filled),Africa,1998,197.0977936
1402,Hydro Consumption - TWh (zero filled),Africa,1999,209.0126038
1403,Hydro Consumption - TWh (zero filled),Africa,2000,222.5306396
1404,Hydro Consumption - TWh (zero filled),Africa,2001,237.5763092
1405,Hydro Consumption - TWh (zero filled),Africa,2002,248.1781921
1406,Hydro Consumption - TWh (zero filled),Africa,2003,239.476593
1407,Hydro Consumption - TWh (zero filled),Africa,2004,251.3361664
1408,Hydro Consumption - TWh (zero filled),Africa,2005,254.3791809
1409,Hydro Consumption - TWh (zero filled),Africa,2006,261.9176636
1410,Hydro Consumption - TWh (zero filled),Africa,2007,269.1854553
1411,Hydro Consumption - TWh (zero filled),Africa,2008,272.48349
1412,Hydro Consumption - TWh (zero filled),Africa,2009,278.0455933
1413,Hydro Consumption - TWh (zero filled),Africa,2010,298.9256287
1414,Hydro Consumption - TWh (zero filled),Africa,2011,305.5223999
1415,Hydro Consumption - TWh (zero filled),Africa,2012,304.9770508
1416,Hydro Consumption - TWh (zero filled),Africa,2013,320.6520691
1417,Hydro Consumption - TWh (zero filled),Africa,2014,336.1504211
1418,Hydro Consumption - TWh (zero filled),Africa,2015,324.2737122
1419,Hydro Consumption - TWh (zero filled),Africa,2016,314.3547668
1420,Hydro Consumption - TWh (zero filled),Africa,2017,336.2319031
1421,Hydro Consumption - TWh (zero filled),Africa,2018,356.1150818
1422,Hydro Consumption - TWh (zero filled),Africa,2019,367.500946
1423,Hydro Consumption - TWh (zero filled),Africa,2020,384.4180298
1424,Hydro Consumption - TWh (zero filled),Africa,2021,401.4471436
1425,Hydro Consumption - TWh (zero filled),Asia,1965,422.5711365
1426,Hydro Consumption - TWh (zero filled),Asia,1966,440.7261353
1427,Hydro Consumption - TWh (zero filled),Asia,1967,411.7628174
1428,Hydro Consumption - TWh (zero filled),Asia,1968,457.686615
1429,Hydro Consumption - TWh (zero filled),Asia,1969,475.1415405
1430,Hydro Consumption - TWh (zero filled),Asia,1970,486.3695679
1431,Hydro Consumption - TWh (zero filled),Asia,1971,532.0237427
1432,Hydro Consumption - TWh (zero filled),Asia,1972,550.2113037
1433,Hydro Consumption - TWh (zero filled),Asia,1973,511.508667
1434,Hydro Consumption - TWh (zero filled),Asia,1974,582.5668945
