rowid,Season,Team,Jersey Number,Full Name,First Name,Last Name,Year,Position,Games Played,Games Started,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,Goals Allowed,GAA,Saves,Save Percentage,otg,NCAA id
620,2023,Delaware Blue Hens,24,Paul Reidy,Paul,Reidy,So,GK,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,6:17,3,28.647,0,0.0,0,2667158
621,2023,Delaware Blue Hens,35,Jake Spaniak,Jake,Spaniak,Jr,FO,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482069
622,2023,Delaware Blue Hens,30,Aidan Koff,Aidan,Koff,So,GK,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,4:32,0,0.0,0,0.0,0,2667161
623,2023,Delaware Blue Hens,34,Justin Sanelli,Justin,Sanelli,So,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2667165
624,2023,Delaware Blue Hens,32,Gino Pisano,Gino,Pisano,So,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2667163
625,2023,Delaware Blue Hens,66,Nick Krug,Nick,Krug,Jr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482079
626,2023,Delaware Blue Hens,10,Tim Beach,Tim,Beach,Jr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,8:14,0,0.0,1,1.0,0,2482058
627,2023,Denver Pioneers,27,Dan Anderson,Dan,Anderson,Fr,SSDM,15,0,1,0,1,1,1.0,1,1.0,0,0,0,15,3,6,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2797970
628,2023,Denver Pioneers,21,Mic Kelly,Mic,Kelly,So,M,15,15,14,13,27,57,0.246,38,0.667,0,0,0,8,16,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2651933
629,2023,Denver Pioneers,54,Luke Tollefson,Luke,Tollefson,Jr,DM,15,0,0,0,0,1,0.0,1,1.0,0,0,0,6,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651932
630,2023,Denver Pioneers,15,Jimmy Freehill,Jimmy,Freehill,So,D,15,15,1,1,2,7,0.143,3,0.429,0,0,0,21,3,9,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2651919
631,2023,Denver Pioneers,59,Casey Wilson,Casey,Wilson,So,M,15,0,5,2,7,12,0.417,9,0.75,0,0,0,25,1,3,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,0,2651915
632,2023,Denver Pioneers,7,Noah Manning,Noah,Manning,So,ATT,15,15,22,15,37,57,0.386,36,0.632,1,3,0,14,21,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2651912
633,2023,Denver Pioneers,50,Stephen Avery,Stephen,Avery,Jr,ATT,15,15,26,5,31,68,0.382,39,0.574,2,3,1,11,13,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,1,2456780
634,2023,Denver Pioneers,53,Malcolm Kleban,Malcolm,Kleban,Jr,GK,15,11,0,1,1,1,0.0,1,1.0,0,0,0,17,7,0,0,0,0.0,0,0,15,11,648:36,106,9.806,95,0.473,0,2456775
635,2023,Denver Pioneers,40,Joshua Carlson,Joshua,Carlson,Jr,ATT,15,0,9,6,15,26,0.346,23,0.885,0,2,0,3,8,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2456774
636,2023,Denver Pioneers,26,Jack Tortolani,Jack,Tortolani,Jr,ATT,15,0,3,3,6,17,0.176,7,0.412,1,0,0,6,6,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2456772
637,2023,Denver Pioneers,2,Michael Lampert,Michael,Lampert,Jr,ATT,15,15,19,18,37,51,0.373,31,0.608,1,0,1,8,26,4,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2456771
638,2023,Denver Pioneers,5,JJ Sillstrop,JJ,Sillstrop,Sr,ATT,15,14,36,5,41,85,0.424,61,0.718,3,4,0,19,13,6,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2305735
639,2023,Denver Pioneers,37,Alec Stathakis,Alec,Stathakis,Sr,FO,15,0,3,1,4,11,0.273,5,0.455,0,0,0,144,12,1,226,374,0.604,0,0,0,0,,0,0.0,0,0.0,0,2305726
640,2023,Denver Pioneers,25,Malik Sparrow,Malik,Sparrow,Sr,LSM,15,0,0,0,0,13,0.0,4,0.308,0,0,0,21,6,8,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2305724
641,2023,Denver Pioneers,31,Jack DiBenedetto,Jack,DiBenedetto,Sr,D,15,15,0,1,1,2,0.0,0,0.0,0,0,0,16,3,14,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2305713
642,2023,Denver Pioneers,16,AJ Mercurio,AJ,Mercurio,Sr,D,15,0,3,0,3,9,0.333,6,0.667,0,0,0,19,3,7,0,0,0.0,8,480,0,0,,0,0.0,0,0.0,0,2305711
643,2023,Denver Pioneers,41,Adam Hangland,Adam,Hangland,Sr,D,15,15,0,0,0,0,0.0,0,0.0,0,0,0,12,4,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2305706
644,2023,Denver Pioneers,1,Jake Edinger,Jake,Edinger,Sr,M,15,0,1,3,4,2,0.5,2,1.0,0,0,0,12,0,9,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2305704
645,2023,Denver Pioneers,23,Richie Connell,Richie,Connell,Sr,ATT,15,15,16,18,34,54,0.296,31,0.574,2,2,0,13,17,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2303844
646,2023,Denver Pioneers,19,Ryan Giles,Ryan,Giles,Jr,DM,14,0,3,1,4,5,0.6,3,0.6,0,0,1,12,3,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2456784
647,2023,Denver Pioneers,28,Ty Hussey,Ty,Hussey,Jr,M,14,0,4,2,6,19,0.211,11,0.579,0,0,0,2,8,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2456773
648,2023,Denver Pioneers,9,Andrew Atchison,Andrew,Atchison,So,ATT,13,1,5,0,5,8,0.625,7,0.875,0,0,0,4,7,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651934
649,2023,Denver Pioneers,14,Colm Barnett,Colm,Barnett,Fr,M,13,0,1,3,4,11,0.091,5,0.455,0,1,0,3,7,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2797971
650,2023,Denver Pioneers,32,Jack Tuttle,Jack,Tuttle,Jr,M,12,0,2,0,2,8,0.25,4,0.5,0,0,0,3,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2456758
651,2023,Denver Pioneers,13,Russell Overly,Russell,Overly,Fr,LSM,12,0,0,1,1,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,2,120,0,0,,0,0.0,0,0.0,0,2797977
652,2023,Denver Pioneers,20,Jack Thompson,Jack,Thompson,Sr,GK,10,4,0,0,0,0,0.0,0,0.0,0,0,0,5,5,2,0,0,0.0,0,0,10,4,254:20,46,10.852,33,0.418,0,2305736
653,2023,Denver Pioneers,10,Joe Taraboletti,Joe,Taraboletti,So,M,8,0,0,1,1,4,0.0,2,0.5,0,0,0,1,3,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651914
654,2023,Denver Pioneers,6,Cade Eldred,Cade,Eldred,Fr,M,7,0,0,0,0,2,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2797974
655,2023,Denver Pioneers,39,Gabe Bowen-Slott,Gabe,Bowen-Slott,So,D,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651916
656,2023,Denver Pioneers,36,Aidan Abram,Aidan,Abram,Sr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2305697
657,2023,Denver Pioneers,17,Anders Croone,Anders,Croone,Sr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2305690
658,2023,Denver Pioneers,56,Bobby McCuskey,Bobby,McCuskey,Sr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2305718
659,2023,Denver Pioneers,22,Dakota Johnson,Dakota,Johnson,So,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651920
660,2023,Denver Pioneers,58,Zach Groff,Zach,Groff,Sr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2327712
661,2023,Detroit Mercy Titans,25,Will Marshall,Will,Marshall,So,M,13,0,0,0,0,3,0.0,1,0.333,0,0,0,9,3,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2653087
662,2023,Detroit Mercy Titans,10,Aidan Bishop,Aidan,Bishop,So,ATT,13,11,8,5,13,49,0.163,23,0.469,1,1,0,13,8,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653076
663,2023,Detroit Mercy Titans,44,Sean Henige,Sean,Henige,So,D,13,12,0,0,0,0,0.0,0,0.0,0,0,0,20,5,10,0,0,0.0,4,210,0,0,,0,0.0,0,0.0,0,2653089
664,2023,Detroit Mercy Titans,30,Noah Martin,Noah,Martin,Jr,D,13,13,0,0,0,1,0.0,0,0.0,0,0,0,34,5,13,0,0,0.0,4,180,0,0,,0,0.0,0,0.0,0,2470347
665,2023,Detroit Mercy Titans,18,Joe Janda,Joe,Janda,Fr,D,13,1,0,0,0,3,0.0,1,0.333,0,0,0,22,4,5,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2809262
666,2023,Detroit Mercy Titans,28,Nolan Graalman,Nolan,Graalman,So,ATT,13,12,15,1,16,42,0.357,30,0.714,0,2,0,16,14,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653083
667,2023,Detroit Mercy Titans,14,David Beacom,David,Beacom,Sr,DM,13,1,2,0,2,5,0.4,3,0.6,0,0,0,20,7,13,0,0,0.0,6,240,0,0,,0,0.0,0,0.0,0,2117600
668,2023,Detroit Mercy Titans,8,Drew Kessenich,Drew,Kessenich,Fr,M,13,11,21,10,31,71,0.296,49,0.69,1,5,0,19,15,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2809308
669,2023,Detroit Mercy Titans,12,Luke Majick,Luke,Majick,Sr,M,13,11,20,11,31,75,0.267,42,0.56,0,3,0,11,24,2,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2306242
670,2023,Detroit Mercy Titans,16,Ivan Progar,Ivan,Progar,Sr,M,13,7,7,4,11,44,0.159,19,0.432,0,1,0,6,13,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2308868
671,2023,Detroit Mercy Titans,9,Ryan Birney,Ryan,Birney,Sr,M,13,12,24,5,29,115,0.209,54,0.47,0,3,0,14,12,7,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2308883
672,2023,Detroit Mercy Titans,33,Kyle Loken,Kyle,Loken,Sr,M,13,2,2,0,2,10,0.2,5,0.5,0,0,0,24,8,8,0,0,0.0,5,180,0,0,,0,0.0,0,0.0,0,2308909
673,2023,Detroit Mercy Titans,27,Eoghan Mullet,Eoghan,Mullet,So,D,12,0,0,1,1,2,0.0,1,0.5,0,0,0,36,5,13,3,19,0.158,5,270,0,0,,0,0.0,0,0.0,0,2666238
674,2023,Detroit Mercy Titans,13,Logan Flaherty,Logan,Flaherty,Fr,M,12,1,1,0,1,1,1.0,1,1.0,0,0,0,15,5,1,63,176,0.358,6,210,0,0,,0,0.0,0,0.0,0,2809311
675,2023,Detroit Mercy Titans,4,Kyle Grant,Kyle,Grant,Fr,D,11,6,0,0,0,0,0.0,0,0.0,0,0,0,5,4,6,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2809305
676,2023,Detroit Mercy Titans,88,Jackson Ewald,Jackson,Ewald,Fr,M,11,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,2809331
677,2023,Detroit Mercy Titans,3,Jakob Hemme,Jakob,Hemme,So,GK,11,10,0,0,0,2,0.0,1,0.5,0,0,0,28,6,5,0,0,0.0,0,0,11,10,561:46,149,15.914,137,0.479,0,2470344
678,2023,Detroit Mercy Titans,24,Chase Mahabir,Chase,Mahabir,So,M,11,5,4,4,8,21,0.19,11,0.524,0,0,0,2,12,0,0,0,0.0,5,180,0,0,,0,0.0,0,0.0,0,2653081
679,2023,Detroit Mercy Titans,2,Billy Hart,Billy,Hart,So,FO,10,0,1,0,1,2,0.5,1,0.5,0,0,0,24,3,1,63,156,0.404,3,90,0,0,,0,0.0,0,0.0,0,2653075
680,2023,Detroit Mercy Titans,21,Joey Schmaltz,Joey,Schmaltz,So,D,10,8,0,0,0,0,0.0,0,0.0,0,0,0,6,1,2,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,0,2653080
681,2023,Detroit Mercy Titans,29,Harold Skinner,Harold,Skinner,So,M,10,0,2,1,3,6,0.333,3,0.5,0,0,0,3,6,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653084
682,2023,Detroit Mercy Titans,20,Ayden Snow,Ayden,Snow,Fr,M,9,1,1,1,2,13,0.077,5,0.385,0,0,0,3,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2809265
683,2023,Detroit Mercy Titans,37,Cole Gellatly,Cole,Gellatly,Jr,M,8,1,0,3,3,3,0.0,1,0.333,0,0,0,0,2,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2470348
684,2023,Detroit Mercy Titans,1,Tyler Hart,Tyler,Hart,Sr,GK,8,3,0,0,0,0,0.0,0,0.0,0,0,0,7,1,1,0,0,0.0,0,0,8,3,210:54,55,15.647,47,0.461,0,2310852
685,2023,Detroit Mercy Titans,50,Ethan Pattinson,Ethan,Pattinson,Sr,M,7,1,0,2,2,4,0.0,3,0.75,0,0,0,0,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2128291
686,2023,Detroit Mercy Titans,22,Zach Snider,Zach,Snider,Fr,ATT,5,1,4,2,6,10,0.4,4,0.4,0,0,0,2,2,0,0,0,0.0,3,240,0,0,,0,0.0,0,0.0,0,2809320
687,2023,Detroit Mercy Titans,23,Ally Don Jean-Francois,Ally Don,Jean-Francois,Jr,M,5,0,0,0,0,2,0.0,1,0.5,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2470350
688,2023,Detroit Mercy Titans,15,Kaden Dietrich,Kaden,Dietrich,So,DM,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2653077
689,2023,Detroit Mercy Titans,0,Danton Molotky,Danton,Molotky,Fr,ATT,3,0,0,0,0,2,0.0,2,1.0,0,0,0,1,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2809303
690,2023,Detroit Mercy Titans,11,Zane Hitch,Zane,Hitch,Fr,LSM,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2809309
691,2023,Detroit Mercy Titans,91,Luke Fritz,Luke,Fritz,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,9,0.111,0,0,0,0,,0,0.0,0,0.0,0,2809332
692,2023,Detroit Mercy Titans,40,Phoenix Hollier,Phoenix,Hollier,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2809324
693,2023,Detroit Mercy Titans,26,Lukas Nilsen,Lukas,Nilsen,So,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653082
694,2023,Detroit Mercy Titans,6,Harrison Albano,Harrison,Albano,So,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2470345
695,2023,Drexel Dragons,51,Luke Carden,Luke,Carden,Fr,,14,4,0,1,1,2,0.0,0,0.0,0,0,0,16,5,10,0,0,0.0,5,210,0,0,,0,0.0,0,0.0,0,2653134
696,2023,Drexel Dragons,28,Liam Kammar,Liam,Kammar,So,,14,0,1,2,3,6,0.167,3,0.5,0,0,0,26,5,2,0,0,0.0,6,210,0,0,,0,0.0,0,0.0,0,2802534
697,2023,Drexel Dragons,10,Connor Hooley,Connor,Hooley,Fr,,14,14,20,3,23,59,0.339,34,0.576,1,0,0,16,16,4,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2802541
698,2023,Drexel Dragons,47,Luke Tomak,Luke,Tomak,So,,14,14,25,10,35,96,0.26,57,0.594,1,6,0,4,11,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482534
699,2023,Drexel Dragons,1,Connor McVicker,Connor,McVicker,Fr,,14,0,2,2,4,12,0.167,7,0.583,0,0,0,15,10,9,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2802540
700,2023,Drexel Dragons,31,Colin Gucwa,Colin,Gucwa,So,,14,14,0,1,1,1,0.0,1,1.0,0,0,0,31,10,12,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2653137
701,2023,Drexel Dragons,8,Sean Donnelly,Sean,Donnelly,Jr,,14,14,33,11,44,76,0.434,51,0.671,3,1,0,17,36,3,0,0,0.0,5,210,0,0,,0,0.0,0,0.0,0,2482527
702,2023,Drexel Dragons,88,Max Semple,Max,Semple,So,,14,14,23,5,28,68,0.338,40,0.588,1,0,0,22,16,5,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,1,2653143
703,2023,Drexel Dragons,35,Brennan Greenwald,Brennan,Greenwald,Sr,,14,14,3,0,3,6,0.5,4,0.667,0,0,0,32,7,10,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,1977122
704,2023,Drexel Dragons,2,Casey Waller,Casey,Waller,Sr,,14,2,7,1,8,26,0.269,15,0.577,0,0,0,0,9,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,1977144
705,2023,Drexel Dragons,22,Charlie Maly,Charlie,Maly,Sr,,14,0,2,0,2,4,0.5,3,0.75,0,0,0,20,5,7,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2124747
706,2023,Drexel Dragons,5,Jack Mulchay,Jack,Mulchay,Sr,,14,14,20,21,41,66,0.303,39,0.591,2,3,0,19,28,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,1,2124762
707,2023,Drexel Dragons,17,George Grippo,George,Grippo,Sr,,14,0,1,0,1,3,0.333,3,1.0,0,0,0,15,7,13,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,0,2124765
708,2023,Drexel Dragons,32,Ross Blumenthal,Ross,Blumenthal,Sr,,14,14,0,0,0,0,0.0,0,0.0,0,0,0,18,1,1,0,0,0.0,0,0,14,14,731:13,144,11.816,147,0.505,0,2124766
709,2023,Drexel Dragons,12,Justin Joseph,Justin,Joseph,Jr,FO,14,0,2,0,2,6,0.333,3,0.5,0,0,0,113,12,1,203,358,0.567,3,90,0,0,,0,0.0,0,0.0,0,2132908
710,2023,Drexel Dragons,55,Zach Augustine,Zach,Augustine,Jr,,14,8,8,11,19,26,0.308,20,0.769,0,2,0,8,11,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2321931
711,2023,Drexel Dragons,52,Sean Curcio,Sean,Curcio,Jr,,14,3,6,10,16,17,0.353,12,0.706,0,2,0,7,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482525
712,2023,Drexel Dragons,13,Jack Joyner,Jack,Joyner,Fr,,13,1,3,9,12,15,0.2,7,0.467,0,0,0,2,10,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802543
713,2023,Drexel Dragons,46,Tate Kienzle,Tate,Kienzle,Sr,M,13,0,0,0,0,1,0.0,1,1.0,0,0,0,5,2,5,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2138137
714,2023,Drexel Dragons,40,Ben Scandone,Ben,Scandone,Fr,,12,0,5,6,11,15,0.333,10,0.667,0,0,0,10,6,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802535
715,2023,Drexel Dragons,6,Jack Clark,Jack,Clark,So,,11,0,2,0,2,8,0.25,4,0.5,0,1,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653135
716,2023,Drexel Dragons,29,Patrick Udovich,Patrick,Udovich,Sr,,10,10,0,0,0,0,0.0,0,0.0,0,0,0,16,4,8,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,1977121
717,2023,Drexel Dragons,9,Jack Wallace,Jack,Wallace,Fr,,10,0,0,0,0,0,0.0,0,0.0,0,0,0,6,1,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2653147
718,2023,Drexel Dragons,21,Joshua Gabriele,Joshua,Gabriele,So,,9,0,1,0,1,2,0.5,1,0.5,0,0,0,3,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653136
719,2023,Drexel Dragons,26,Cole Sprinkle,Cole,Sprinkle,Jr,,7,0,0,0,0,0,0.0,0,0.0,0,0,0,5,0,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2482541
720,2023,Drexel Dragons,4,Tristan Plotts,Tristan,Plotts,So,,7,0,2,2,4,8,0.25,3,0.375,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653141
721,2023,Drexel Dragons,36,Liam Rosato,Liam,Rosato,Sr,,7,0,0,0,0,0,0.0,0,0.0,0,0,0,2,0,0,7,16,0.438,1,30,0,0,,0,0.0,0,0.0,0,2321860
722,2023,Drexel Dragons,45,Drew McGill,Drew,McGill,So,,7,0,0,0,0,0,0.0,0,0.0,0,0,0,4,1,1,0,0,0.0,0,0,7,0,106:46,20,11.239,15,0.429,0,2482526
723,2023,Drexel Dragons,18,Ronnie Gunter,Ronnie,Gunter,Jr,,6,0,2,0,2,7,0.286,5,0.714,0,0,0,2,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482528
724,2023,Drexel Dragons,3,Jack Nolan,Jack,Nolan,Fr,,6,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653140
725,2023,Drexel Dragons,41,Matt Martin,Matt,Martin,So,,6,0,1,0,1,3,0.333,1,0.333,0,0,0,0,2,0,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2482531
726,2023,Drexel Dragons,7,Carter Begley,Carter,Begley,Jr,ATT,4,0,2,1,3,4,0.5,4,1.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482542
727,2023,Drexel Dragons,16,Cole Begley,Cole,Begley,Fr,,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802545
728,2023,Drexel Dragons,43,Jonah Baum,Jonah,Baum,Fr,,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802537
729,2023,Drexel Dragons,37,T.J. Sanchez,T.J.,Sanchez,So,,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653132
730,2023,Drexel Dragons,33,Aidan Shortley,Aidan,Shortley,So,,3,0,0,0,0,0,0.0,0,0.0,0,0,0,3,0,2,1,6,0.167,0,0,0,0,,0,0.0,0,0.0,0,2482538
731,2023,Drexel Dragons,19,Cole Doller,Cole,Doller,So,,2,0,1,1,2,2,0.5,1,0.5,0,0,1,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2482530
732,2023,Drexel Dragons,54,Charlie Schline,Charlie,Schline,Fr,,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,4:46,0,0.0,3,1.0,0,2653146
733,2023,Drexel Dragons,48,Jayden Santangelo,Jayden,Santangelo,Fr,,1,0,0,0,0,2,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653142
734,2023,Drexel Dragons,14,Kai Tod,Kai,Tod,Fr,,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802544
735,2023,Drexel Dragons,39,Finn Halladay,Finn,Halladay,Fr,,1,0,1,0,1,2,0.5,1,0.5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802556
736,2023,Drexel Dragons,42,Gavin Kelly,Gavin,Kelly,Fr,,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802558
737,2023,Drexel Dragons,44,Dom Bravo,Dom,Bravo,So,,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653133
738,2023,Drexel Dragons,23,Sam Tomak,Sam,Tomak,Fr,,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2802547
739,2023,Duke Blue Devils,23,Aidan Maguire,Aidan,Maguire,Fr,M,19,0,5,1,6,15,0.333,7,0.467,0,0,0,24,5,10,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,2804180
740,2023,Duke Blue Devils,0,Charles Balsamo,Charles,Balsamo,Fr,M,19,18,20,11,31,61,0.328,42,0.689,1,2,0,20,10,3,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,1,2804158
741,2023,Duke Blue Devils,20,Jack Gray,Jack,Gray,So,M,19,0,3,2,5,8,0.375,5,0.625,0,0,0,23,4,13,0,0,0.0,8,390,0,0,,0,0.0,0,0.0,0,2654077
742,2023,Duke Blue Devils,11,Keith Boyer,Keith,Boyer,So,D,19,16,0,0,0,2,0.0,1,0.5,0,0,0,25,6,8,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2654075
743,2023,Duke Blue Devils,2,Andrew McAdorey,Andrew,McAdorey,So,M,19,19,36,25,61,109,0.33,74,0.679,1,0,0,21,26,4,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2654074
744,2023,Duke Blue Devils,88,Aidan Danenza,Aidan,Danenza,Jr,M,19,18,22,10,32,76,0.289,44,0.579,1,4,0,14,15,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2473458
